document,topic,score
6694,27,0.11110007
2349,27,0.111054555
3016,27,0.11087448
18501,27,0.11082235
10073,27,0.110386856
10004,27,0.11037222
14594,27,0.11030005
293,27,0.11016012
16720,27,0.11012191
11525,27,0.10971188
3753,27,0.10954689
6892,27,0.109362975
9307,27,0.10926793
17665,27,0.10879436
4150,27,0.108746395
5047,27,0.10844468
9387,27,0.10834808
15238,27,0.1074084
16042,27,0.107048385
4861,27,0.106747456
6574,27,0.10667815
5874,27,0.10628975
12862,27,0.10565747
16441,27,0.10547998
15509,27,0.10545662
7993,27,0.105343916
3971,27,0.10484524
14071,27,0.10481018
964,27,0.10472786
17955,27,0.10463087
4182,27,0.10413596
18551,27,0.103579655
7269,27,0.103112854
8053,27,0.10308944
17204,27,0.103083596
17057,27,0.10306284
8318,27,0.102464154
15760,27,0.102036715
16627,27,0.1008462
5311,27,0.100718796
6235,27,0.1006386
7761,27,0.10045316
1989,27,0.100272946
15024,27,0.09995142
4608,27,0.09965251
4830,27,0.099517375
1116,27,0.09937548
14015,27,0.099260114
13104,27,0.09908113
15597,27,0.09873531
11007,27,0.098086216
2012,27,0.097948864
4071,27,0.097526155
8387,27,0.09738904
14452,27,0.09733772
13220,27,0.09718128
1832,27,0.09693876
13525,27,0.09612184
11621,27,0.096046545
12337,27,0.09575015
12998,27,0.095696956
4262,27,0.095660225
1233,27,0.09469527
2483,27,0.09441479
17391,27,0.09403662
7014,27,0.09318085
17971,27,0.09221386
3218,27,0.0922026
13362,27,0.09105322
10769,27,0.08991254
11427,27,0.089544795
16431,27,0.08948201
13224,27,0.089322865
13647,27,0.08890012
3984,27,0.08884898
17713,27,0.08866726
14134,27,0.08762456
3552,27,0.08761954
8480,27,0.08758059
10013,27,0.0871293
10457,27,0.086625464
17357,27,0.08639639
9199,27,0.08623824
2237,27,0.08569153
8659,27,0.08527631
4821,27,0.08316732
10225,27,0.08235568
1934,27,0.080164745
1173,27,0.07961254
4632,27,0.077310905
8541,27,0.07588458
2731,27,0.07431059
6092,27,0.07314793
18424,27,0.065632954
17889,27,0.061830144
16272,28,0.32776123
11513,28,0.32596415
11481,28,0.31538966
11552,28,0.31062892
12263,28,0.29800063
7902,28,0.29384544
12067,28,0.29208347
15365,28,0.25481918
7085,28,0.24734622
16868,28,0.23733692
13047,28,0.23643312
8226,28,0.2322453
7763,28,0.22616428
16399,28,0.2253899
7932,28,0.22432181
1017,28,0.22010633
12402,28,0.21984726
15807,28,0.21291013
5715,28,0.19813596
3950,28,0.19661504
14728,28,0.1913851
7912,28,0.19127688
17789,28,0.18627556
3225,28,0.18611923
461,28,0.1833636
8313,28,0.18162557
3314,28,0.180242
15968,28,0.17606768
10030,28,0.17574556
1091,28,0.17566206
17688,28,0.17542094
12278,28,0.17533654
14601,28,0.17510012
9312,28,0.1749162
15931,28,0.17428653
6093,28,0.17422335
13754,28,0.17381193
3516,28,0.17363912
13035,28,0.1731235
10365,28,0.17281651
4045,28,0.17175318
17559,28,0.17153275
3725,28,0.1713255
17720,28,0.17063244
11984,28,0.16830717
12454,28,0.16773741
6009,28,0.16755404
17667,28,0.16704196
944,28,0.16702585
17744,28,0.16695471
18572,28,0.16679634
15898,28,0.1657304
12431,28,0.16507545
14588,28,0.16488743
16098,28,0.1645523
17742,28,0.16332741
16684,28,0.16290373
3601,28,0.16280225
12822,28,0.16243328
9988,28,0.16223389
9038,28,0.16217363
5191,28,0.16187634
18677,28,0.16115363
4740,28,0.1605767
11752,28,0.15992539
5383,28,0.15952757
2197,28,0.1593974
2183,28,0.15930419
8316,28,0.15905239
12608,28,0.15897723
4235,28,0.1587408
8558,28,0.15817055
16029,28,0.1579746
2437,28,0.15771724
5629,28,0.15675282
5074,28,0.15643795
7029,28,0.15637136
3575,28,0.15615782
9027,28,0.15547478
731,28,0.15543653
3929,28,0.15541545
15598,28,0.15533756
2262,28,0.1552971
297,28,0.15499002
7205,28,0.15444258
5436,28,0.15426266
17130,28,0.15390259
10358,28,0.15370545
12298,28,0.15334754
14147,28,0.15324774
17580,28,0.15170711
6062,28,0.15077493
12829,28,0.15070488
2160,28,0.15030411
16612,28,0.1502865
1557,28,0.15005933
17119,28,0.1498913
13388,28,0.14980452
12922,28,0.14964557
14708,28,0.14953116
18748,28,0.1494716
16964,28,0.14945352
7981,28,0.1494194
18331,28,0.14860776
7279,28,0.14771964
9167,28,0.14668493
17679,28,0.14658254
18557,28,0.14656153
13578,28,0.14622973
8510,28,0.14603448
4238,28,0.14513737
11329,28,0.14492738
5285,28,0.14387843
9339,28,0.14351851
17651,28,0.1435083
13855,28,0.14317644
14816,28,0.1430532
1735,28,0.14199279
5672,28,0.14198613
7779,28,0.14181891
15206,28,0.1417041
16812,28,0.14167392
7780,28,0.14082007
14806,28,0.14048837
17934,28,0.14024524
2140,28,0.13952863
10681,28,0.13939595
14554,28,0.13898253
16065,28,0.13894483
12314,28,0.13873096
6587,28,0.13868266
6255,28,0.13853964
16389,28,0.1384768
1776,28,0.13845722
8460,28,0.13822463
17218,28,0.13820405
14612,28,0.13786471
5274,28,0.13737851
4282,28,0.13683884
899,28,0.1365725
9809,28,0.13611539
6424,28,0.13597852
14968,28,0.13509692
14287,28,0.13476445
2320,28,0.13450392
5021,28,0.13440496
8210,28,0.13433744
2095,28,0.13420202
2002,28,0.13376409
16395,28,0.133734
12134,28,0.13363117
1137,28,0.13353632
18469,28,0.13334273
7045,28,0.13314123
9483,28,0.13295336
5269,28,0.13290294
13077,28,0.13286445
139,28,0.13270457
2681,28,0.13240671
9827,28,0.13240375
15096,28,0.1322282
5859,28,0.13212092
4500,28,0.13200864
9183,28,0.13165325
11600,28,0.13087459
15107,28,0.13082215
5166,28,0.13062592
243,28,0.13060899
10479,28,0.13045841
14101,28,0.13042028
469,28,0.13037437
8096,28,0.13025214
2093,28,0.1300631
4953,28,0.13001971
4023,28,0.1299442
17806,28,0.12992306
17627,28,0.1297306
2097,28,0.12959255
7708,28,0.12950267
17072,28,0.12936723
17212,28,0.12895145
1751,28,0.12890765
3529,28,0.12890689
5157,28,0.12888667
7169,28,0.12860383
16453,28,0.12843877
8171,28,0.12825097
14988,28,0.12810983
5565,28,0.12805519
6588,28,0.12786111
2204,28,0.12785542
5635,28,0.1277533
15342,28,0.12744646
15948,28,0.12715587
7267,28,0.12691496
8773,28,0.12664579
13486,28,0.12660165
16721,28,0.12645608
11807,28,0.12617724
13973,28,0.12601778
10683,28,0.12570356
10880,28,0.12563543
9543,28,0.12554531
13985,28,0.12532426
4720,28,0.1252278
2009,28,0.12517647
4814,28,0.12513772
10493,28,0.12510376
16068,28,0.12468851
16815,28,0.12465233
1040,28,0.124307804
606,28,0.12422418
3802,28,0.12397734
9961,28,0.12321956
10095,28,0.1231184
6110,28,0.12291263
13103,28,0.12269635
18221,28,0.12249463
11140,28,0.12199617
14590,28,0.121860266
15794,28,0.1215583
3847,28,0.12107005
18269,28,0.12073327
3095,28,0.12072063
5691,28,0.12049503
11259,28,0.120486975
13396,28,0.12038999
10936,28,0.120073035
4761,28,0.120068975
9815,28,0.11960027
8284,28,0.11936702
8834,28,0.119265124
16935,28,0.11890847
17695,28,0.11888978
12875,28,0.11877038
13768,28,0.11872889
9463,28,0.11846688
590,28,0.11846346
1710,28,0.1183531
18313,28,0.118271306
6128,28,0.11819815
3167,28,0.118124336
2686,28,0.11806534
2238,28,0.118042484
15454,28,0.11793453
6722,28,0.117748715
12387,28,0.11766488
18069,28,0.11751688
2852,28,0.117469475
8043,28,0.11743313
18189,28,0.11743011
16160,28,0.11726077
11932,28,0.11718759
616,28,0.11641115
5650,28,0.11627438
17619,28,0.11627419
18229,28,0.11626848
9262,28,0.11601033
11566,28,0.1157323
8674,28,0.11561685
14938,28,0.11518236
16320,28,0.11500034
13707,28,0.11447118
18105,28,0.11390481
12660,28,0.11369781
18740,28,0.11295771
16563,28,0.112722404
15331,28,0.11265105
2761,28,0.11251825
17931,28,0.11174174
10485,28,0.111677475
5278,28,0.111127816
11439,28,0.11094974
16097,28,0.11034742
11706,28,0.10970899
6760,28,0.10950888
5591,28,0.10948433
12039,28,0.10929858
3373,28,0.10927516
4816,28,0.10903165
16133,28,0.10879053
6483,28,0.10862841
16907,28,0.108419776
10439,28,0.108344056
16553,28,0.10831316
2287,28,0.10811354
11005,28,0.10809492
5434,28,0.10796079
15720,28,0.107943125
12505,28,0.10791848
12955,28,0.10784411
266,28,0.1076813
4058,28,0.10753373
5283,28,0.10730518
8320,28,0.107194506
3978,28,0.10701613
3599,28,0.106766485
12668,28,0.10628804
5247,28,0.10602835
390,28,0.105954446
14564,28,0.10573756
10053,28,0.10558629
11482,28,0.1049128
8075,28,0.10481959
8848,28,0.10454831
6529,28,0.10358824
15772,28,0.10341168
1709,28,0.10314852
14551,28,0.10294645
4563,28,0.10287398
6879,28,0.10263033
1740,28,0.10234359
6242,28,0.10204745
17590,28,0.10078001
10637,28,0.100714855
1481,28,0.10030952
743,28,0.09957159
701,28,0.09957011
3367,28,0.099433325
14266,28,0.09864077
8219,28,0.0983486
5776,28,0.09796934
965,28,0.09789233
10766,28,0.09774862
5012,28,0.09757667
16016,28,0.097021654
14698,28,0.096435174
4177,28,0.09624432
1044,28,0.09599789
4709,28,0.095736794
4729,28,0.09514787
8130,28,0.09451572
9453,28,0.0943926
17784,28,0.094155826
4200,28,0.091881834
6651,28,0.09103212
14211,28,0.0905829
10953,28,0.08932518
12782,28,0.08927839
17600,28,0.088885896
7765,28,0.0884709
14037,28,0.08824309
1241,28,0.08813065
14851,28,0.08639841
4509,28,0.086359315
9537,28,0.08538317
17803,28,0.08503283
15522,28,0.0827821
2410,28,0.07407998
14217,29,0.3967558
6745,29,0.37103993
4334,29,0.36828044
11340,29,0.3184663
13191,29,0.31005043
5043,29,0.29671282
13240,29,0.29146698
16198,29,0.2786377
13773,29,0.2578512
10442,29,0.24776831
6261,29,0.2466243
6070,29,0.24399683
16062,29,0.23872285
5713,29,0.2293977
14097,29,0.22846098
4431,29,0.22763303
5593,29,0.22638355
11954,29,0.21792567
9484,29,0.21441962
3011,29,0.21344185
12528,29,0.21222208
10296,29,0.19853404
18255,29,0.19627343
9194,29,0.19299938
16257,29,0.19120546
16806,29,0.18974695
16359,29,0.18945868
15520,29,0.18507168
3844,29,0.18482265
5563,29,0.18315375
2883,29,0.18241917
6862,29,0.18138528
11704,29,0.18070222
4167,29,0.18039118
8933,29,0.18035065
12026,29,0.17877908
2419,29,0.17799376
5674,29,0.17549784
16801,29,0.17353833
3326,29,0.17334768
16923,29,0.17126456
3501,29,0.17049362
3419,29,0.1703402
12452,29,0.16971223
1268,29,0.1695478
9685,29,0.16899662
18293,29,0.16759233
7973,29,0.16717023
10849,29,0.16608554
18519,29,0.16485348
4408,29,0.16372776
3362,29,0.16370714
13782,29,0.16352496
764,29,0.16336219
4160,29,0.16333623
4135,29,0.16288805
1452,29,0.16256112
2461,29,0.16219749
13858,29,0.16194935
6076,29,0.16186032
13247,29,0.16173495
7241,29,0.16136499
2282,29,0.16127715
1496,29,0.16110492
6209,29,0.16090561
5428,29,0.16072173
15780,29,0.16041858
7432,29,0.1602719
6331,29,0.16024967
2397,29,0.15983827
4604,29,0.15969773
18710,29,0.15944302
16654,29,0.15922332
8886,29,0.15861347
10915,29,0.15799823
3603,29,0.15774135
2185,29,0.15745564
10496,29,0.15687953
14989,29,0.15646392
143,29,0.15640484
4769,29,0.15568098
1845,29,0.15529947
17211,29,0.15513693
756,29,0.15488887
12220,29,0.15449972
8563,29,0.15411212
6620,29,0.1539108
15815,29,0.1538188
17422,29,0.15369812
6451,29,0.15367576
13307,29,0.15350154
4297,29,0.15308869
9897,29,0.15296379
12321,29,0.15229301
13672,29,0.15104827
3459,29,0.1509182
3783,29,0.15072326
6222,29,0.1507216
18068,29,0.15001513
14823,29,0.14992803
17458,29,0.14983816
10698,29,0.14966401
18038,29,0.14944288
14677,29,0.14934452
3135,29,0.1492251
301,29,0.14882724
18694,29,0.14821418
17118,29,0.14796676
6285,29,0.14795202
16960,29,0.14774859
7835,29,0.14755201
495,29,0.14737837
13139,29,0.14723985
17005,29,0.1470561
17874,29,0.14647159
2726,29,0.14634879
1540,29,0.1462889
4546,29,0.1460535
2697,29,0.14560725
9278,29,0.1454213
15023,29,0.1454054
284,29,0.14516549
15543,29,0.14466377
14908,29,0.14425536
18401,29,0.1442472
16840,29,0.14392883
5543,29,0.14334986
16929,29,0.14334129
6584,29,0.14329964
8008,29,0.14326426
11462,29,0.14325568
12658,29,0.14313076
12475,29,0.14307724
4436,29,0.14207588
14044,29,0.14197415
9573,29,0.14191546
5684,29,0.1413331
9622,29,0.14115553
10807,29,0.14109354
17620,29,0.14100021
5002,29,0.14095555
10447,29,0.14003958
3456,29,0.14002593
16284,29,0.1400115
15604,29,0.13995838
4331,29,0.13969575
9785,29,0.13937798
9100,29,0.13924463
6940,29,0.1388841
15046,29,0.13860965
9810,29,0.13846861
13938,29,0.13833393
1315,29,0.13832444
4404,29,0.13778599
7120,29,0.13774644
17681,29,0.1373446
11154,29,0.13705231
983,29,0.1369265
9211,29,0.13692187
9373,29,0.13660835
3927,29,0.13656026
13151,29,0.13637808
10982,29,0.13626741
16685,29,0.13622719
4027,29,0.13583706
2763,29,0.1357281
16657,29,0.13567778
14810,29,0.1355391
1335,29,0.13553108
1023,29,0.13475601
11295,29,0.1346235
9868,29,0.13452856
2823,29,0.1343622
17388,29,0.13410605
8153,29,0.13391574
6126,29,0.13367288
3045,29,0.13365336
8000,29,0.13350429
1114,29,0.13328542
6496,29,0.13287626
13318,29,0.13272464
2551,29,0.13264829
1033,29,0.13256307
11241,29,0.13227597
12269,29,0.13226992
7795,29,0.1322368
15343,29,0.13221724
6461,29,0.13191998
1805,29,0.13182189
4612,29,0.13135582
16995,29,0.13055965
1684,29,0.13023834
7003,29,0.1300645
8783,29,0.12976663
12774,29,0.12972303
11369,29,0.12912156
5998,29,0.1286398
18435,29,0.12852348
1386,29,0.12836115
10299,29,0.12816364
2212,29,0.12799616
15197,29,0.12794612
2268,29,0.12794034
16369,29,0.12792395
3794,29,0.12780209
17394,29,0.12729481
10106,29,0.12725155
16194,29,0.12706563
14618,29,0.12704165
1073,29,0.12703809
5953,29,0.12641655
12480,29,0.12624867
8854,29,0.12604733
10964,29,0.12600124
5618,29,0.12493352
8362,29,0.12491364
15824,29,0.124907486
1996,29,0.12477348
3458,29,0.12438731
11649,29,0.12426549
10871,29,0.12401922
3738,29,0.12400647
9245,29,0.123945646
11602,29,0.12386922
10422,29,0.12372236
1039,29,0.12356167
5110,29,0.123091444
16001,29,0.12298811
15993,29,0.122799814
8698,29,0.122754715
7692,29,0.1227449
8070,29,0.12274139
10535,29,0.12244915
370,29,0.12242525
13282,29,0.1222902
4052,29,0.121979594
14617,29,0.121788375
7723,29,0.12178571
18786,29,0.12178442
16682,29,0.12154953
16310,29,0.12116753
14104,29,0.121110804
8082,29,0.120996095
15247,29,0.120956436
15051,29,0.11984865
2463,29,0.119817
13299,29,0.11978158
5184,29,0.11929689
14913,29,0.119268745
17060,29,0.11907284
14603,29,0.11765694
4104,29,0.11739784
17506,29,0.117198385
11983,29,0.11717364
12720,29,0.11717037
8906,29,0.11681442
10531,29,0.11681334
6307,29,0.11677173
13978,29,0.11672421
4173,29,0.11668983
12164,29,0.116230756
9752,29,0.11597576
492,29,0.115965836
12551,29,0.115852945
9508,29,0.11490381
5477,29,0.11475755
2527,29,0.11441683
993,29,0.114148796
8596,29,0.11383461
3710,29,0.11383254
16140,29,0.113632515
5504,29,0.113222964
4944,29,0.11266885
18086,29,0.11224093
3840,29,0.11215009
2961,29,0.11202307
13931,29,0.11187213
264,29,0.11114577
14936,29,0.110862784
14014,29,0.1107698
12667,29,0.11075008
9907,29,0.11054291
7260,29,0.11044358
2597,29,0.109933406
16674,29,0.10949688
5400,29,0.10919423
11180,29,0.10901165
15337,29,0.108794294
15787,29,0.10861531
2076,29,0.108339064
1495,29,0.10833667
4159,29,0.10786983
8184,29,0.107869424
4702,29,0.10769575
18702,29,0.10690937
8760,29,0.10689456
14739,29,0.10652116
11841,29,0.10633663
6446,29,0.10615649
15203,29,0.105753854
11082,29,0.1050373
3070,29,0.10501501
13649,29,0.10463627
12542,29,0.10457575
10350,29,0.10425226
10128,29,0.10410259
16650,29,0.10242002
17352,29,0.1023621
17643,29,0.10222082
8728,29,0.10149407
16590,29,0.101094164
12253,29,0.1010466
8208,29,0.10054366
2357,29,0.100477904
15715,29,0.100094564
6318,29,0.09953524
14406,29,0.09950542
8385,29,0.09935704
3589,29,0.098985165
10446,29,0.0987789
5863,29,0.097822234
17678,29,0.09756868
6526,29,0.09730557
5029,29,0.09594287
14434,29,0.09591668
2653,29,0.09523003
5911,29,0.0941265
10508,29,0.093822315
11850,29,0.09258309
5411,29,0.09255658
1339,29,0.09233147
15099,29,0.09185371
5875,29,0.0903421
16822,29,0.09024579
12028,29,0.08975243
8746,29,0.08896401
14615,29,0.08794061
15361,29,0.08681432
4127,29,0.0859621
16063,29,0.08526052
11598,29,0.084046945
11624,29,0.082138896
7525,29,0.076179616
1941,29,0.07266649
3628,29,0.072198935
4391,30,0.26172096
16345,30,0.23122245
12679,30,0.22974043
3679,30,0.22656412
696,30,0.22306977
15768,30,0.22152448
13703,30,0.21901694
1152,30,0.21838962
4455,30,0.21598962
14931,30,0.21432142
15383,30,0.21389043
2234,30,0.21312365
15561,30,0.20996596
4787,30,0.20933467
2748,30,0.20918857
13934,30,0.2079231
3443,30,0.207897
15606,30,0.20230545
830,30,0.20067567
9356,30,0.20031728
8517,30,0.19644882
15879,30,0.1953795
8220,30,0.19487932
4758,30,0.19304907
5888,30,0.19295317
9928,30,0.19181737
9133,30,0.1916288
2272,30,0.18997382
1062,30,0.18947342
18224,30,0.18908212
10298,30,0.18908094
4713,30,0.18761833
7362,30,0.18636476
13759,30,0.18624847
1913,30,0.18611968
17288,30,0.18575518
132,30,0.18496436
11021,30,0.1848378
16204,30,0.18355767
8094,30,0.18237004
8113,30,0.18166564
8572,30,0.17830409
9732,30,0.17818278
4015,30,0.17814487
9538,30,0.17670003
15290,30,0.17636985
7158,30,0.17429978
1615,30,0.17411283
16379,30,0.17329828
8762,30,0.17185885
2788,30,0.16966157
12386,30,0.16947246
18136,30,0.16925521
17589,30,0.16902171
11366,30,0.1686696
2003,30,0.16815108
6564,30,0.16556755
1616,30,0.16545817
13702,30,0.16544126
4479,30,0.16536407
10002,30,0.16430885
6679,30,0.16385044
4475,30,0.16333918
13874,30,0.16320886
4907,30,0.16252483
2400,30,0.16241816
14650,30,0.16229358
16274,30,0.16138332
6618,30,0.16057226
7909,30,0.159033
14750,30,0.15870969
2839,30,0.1571407
12639,30,0.15672404
16881,30,0.15659447
9633,30,0.15647492
13341,30,0.1563584
16765,30,0.15597863
17154,30,0.15554667
13474,30,0.15480016
10408,30,0.15408675
10411,30,0.15389931
6481,30,0.15362847
15025,30,0.15350993
2889,30,0.15330707
13453,30,0.15282615
6525,30,0.1528141
13214,30,0.15249377
9289,30,0.1522818
1600,30,0.15132788
7707,30,0.15060812
17926,30,0.15040965
2102,30,0.15032768
13361,30,0.14991009
4055,30,0.14967412
14662,30,0.1495335
5484,30,0.149369
3087,30,0.1490163
17839,30,0.14863355
10367,30,0.14851178
2177,30,0.14843795
4301,30,0.14832583
14183,30,0.1482235
6262,30,0.14794189
18712,30,0.14786136
9563,30,0.14766733
9113,30,0.14739975
11546,30,0.1468349
5548,30,0.14654315
17102,30,0.146286
17484,30,0.1461649
12419,30,0.14590664
10181,30,0.14572398
14518,30,0.14484817
12690,30,0.14460753
15748,30,0.14452702
8126,30,0.14442015
17835,30,0.14435576
11831,30,0.14417359
2868,30,0.14403234
5139,30,0.14400494
9736,30,0.14350508
16916,30,0.14346729
3612,30,0.14325571
11226,30,0.14307494
5893,30,0.14288439
15685,30,0.14286469
6767,30,0.1428154
17142,30,0.14270806
5901,30,0.1419081
7192,30,0.14170939
13830,30,0.14159846
4985,30,0.14139628
7950,30,0.14124382
13153,30,0.14120488
16459,30,0.14113717
14032,30,0.14039193
9551,30,0.14007995
10375,30,0.13983668
5936,30,0.13982405
7182,30,0.1398109
14504,30,0.13943054
15382,30,0.1387391
1549,30,0.13854556
1218,30,0.13844794
260,30,0.13840708
1835,30,0.13800341
7563,30,0.137644
632,30,0.13747644
9162,30,0.13733317
17443,30,0.13681073
2665,30,0.13677071
13338,30,0.13662428
9092,30,0.1365013
16932,30,0.13620268
4330,30,0.13602328
3105,30,0.1356583
2963,30,0.13558841
15140,30,0.1354894
18039,30,0.1352651
10451,30,0.13503216
10829,30,0.13406427
13823,30,0.1340428
12742,30,0.13382691
6257,30,0.1335637
5257,30,0.13342193
15111,30,0.13338576
12125,30,0.13313355
6522,30,0.13252495
985,30,0.13178745
16722,30,0.13114318
6558,30,0.13080113
1587,30,0.13054769
13226,30,0.13045006
11333,30,0.1295085
8308,30,0.12935583
18335,30,0.12895589
4768,30,0.1288138
17607,30,0.12874265
18725,30,0.12872194
9083,30,0.12847286
7515,30,0.12842415
3609,30,0.1279831
2347,30,0.1277177
1395,30,0.12760383
7938,30,0.12719116
11146,30,0.12675661
4739,30,0.1265951
13405,30,0.12643176
4719,30,0.12642764
4678,30,0.12641238
14506,30,0.12630653
18592,30,0.12605748
9652,30,0.12588625
15038,30,0.12567174
7970,30,0.12546317
826,30,0.12544334
8696,30,0.12428554
5760,30,0.124235556
6673,30,0.12401029
11497,30,0.123852156
6534,30,0.12384038
2604,30,0.12373718
7766,30,0.12352113
13797,30,0.12351225
10523,30,0.12348124
12948,30,0.12336472
9230,30,0.12325783
9974,30,0.122891225
1921,30,0.12229664
11928,30,0.12222069
11776,30,0.12185292
18662,30,0.12132916
17765,30,0.12131136
4703,30,0.12114982
18273,30,0.12065153
13025,30,0.120650865
6820,30,0.120026864
18444,30,0.11946551
1100,30,0.11935338
8393,30,0.11924053
12375,30,0.119022295
12149,30,0.11775582
14862,30,0.117672004
13263,30,0.117628686
12860,30,0.117423415
5148,30,0.11712017
6155,30,0.11687883
3052,30,0.11618681
12001,30,0.11592909
740,30,0.11552799
7411,30,0.11516747
10827,30,0.11515349
10438,30,0.1151082
13713,30,0.11497191
6429,30,0.11476147
11014,30,0.1145665
11695,30,0.11455062
16193,30,0.11425327
17743,30,0.11422872
12740,30,0.11417348
15728,30,0.114165924
3323,30,0.11392932
17812,30,0.1136321
7258,30,0.11316905
10699,30,0.11309787
9679,30,0.11273522
6911,30,0.11265188
10399,30,0.11255681
14,30,0.112542324
3264,30,0.112499304
10215,30,0.11232529
10333,30,0.11232397
14347,30,0.112296075
86,30,0.11221812
717,30,0.11198206
12809,30,0.11184643
15959,30,0.11184368
98,30,0.111810796
11852,30,0.11179787
9715,30,0.111795954
4239,30,0.11080728
13882,30,0.110743746
11976,30,0.110443465
15666,30,0.11017563
10659,30,0.110164754
2417,30,0.1096479
11886,30,0.10921677
18154,30,0.10872536
5412,30,0.10854943
8806,30,0.108469665
15017,30,0.10846208
17020,30,0.10813553
16201,30,0.10808787
4824,30,0.10799276
10387,30,0.107760236
2677,30,0.10750885
5069,30,0.107222125
15180,30,0.10706366
5530,30,0.107002035
5392,30,0.10694053
16480,30,0.10687877
15120,30,0.10669529
15798,30,0.10644156
2121,30,0.10639532
10119,30,0.10618493
17125,30,0.10616508
9602,30,0.10585928
6226,30,0.10575704
16920,30,0.1055207
1197,30,0.10515495
3092,30,0.1049252
16531,30,0.10487093
9334,30,0.10431476
8065,30,0.104176745
8617,30,0.10417286
2074,30,0.103764124
18108,30,0.103137195
5460,30,0.1026459
8347,30,0.1025748
15564,30,0.102423295
11479,30,0.10211352
17362,30,0.10208169
931,30,0.10175927
12481,30,0.101746865
1794,30,0.10162372
18169,30,0.10161766
11816,30,0.101408966
7773,30,0.101186104
2554,30,0.10049371
13121,30,0.10040402
14809,30,0.10033144
751,30,0.100205734
1411,30,0.10019774
16836,30,0.09984047
754,30,0.09937159
560,30,0.09893719
1106,30,0.09876553
13212,30,0.09836326
2781,30,0.098317415
5592,30,0.09738054
8997,30,0.09672151
17944,30,0.09591284
1485,30,0.09583326
2540,30,0.09557493
10177,30,0.09551819
3305,30,0.09536237
17510,30,0.094060585
1719,30,0.093981594
12293,30,0.093489364
6985,30,0.092999764
15466,30,0.09277439
6254,30,0.092445634
16247,30,0.09238104
15806,30,0.09237424
17831,30,0.09217425
8672,30,0.09172356
14180,30,0.09097123
757,30,0.0894069
8525,30,0.089131944
2498,30,0.088287316
66,30,0.08640542
8675,30,0.08637926
9005,30,0.08524045
11736,30,0.08299801
8519,31,0.34537172
18459,31,0.32646638
6434,31,0.31464794
7915,31,0.30935758
18751,31,0.29384065
1860,31,0.26664874
15288,31,0.26652402
4221,31,0.26420978
4019,31,0.25258753
1599,31,0.24847674
14170,31,0.2315925
8431,31,0.2301188
14141,31,0.21845385
10513,31,0.21802664
10021,31,0.2164134
12934,31,0.21497937
16921,31,0.21230412
8361,31,0.20423214
5132,31,0.195084
14290,31,0.19453368
533,31,0.19224776
6013,31,0.19036326
17642,31,0.19027705
15905,31,0.18957512
3410,31,0.18604173
17257,31,0.18503512
16631,31,0.18133648
10928,31,0.17989828
12361,31,0.17965743
17175,31,0.17920335
1538,31,0.17912138
1757,31,0.17901972
13164,31,0.17816626
8016,31,0.17792435
18547,31,0.1758345
12512,31,0.17549556
15639,31,0.17423813
9458,31,0.17364943
4514,31,0.17304991
15391,31,0.17293282
20,31,0.17253992
3216,31,0.17235714
15928,31,0.17136705
3512,31,0.17124116
724,31,0.17099814
6040,31,0.17093644
4558,31,0.1687131
10361,31,0.16852239
484,31,0.16775656
3192,31,0.16661538
11009,31,0.16588956
10549,31,0.16587634
14803,31,0.16535512
8462,31,0.1646867
17378,31,0.16427898
10436,31,0.16407901
11641,31,0.16368786
16346,31,0.1631614
850,31,0.16201054
18425,31,0.16192444
11549,31,0.16110408
4913,31,0.16078296
2309,31,0.16075602
17256,31,0.16062798
17957,31,0.16006407
2235,31,0.16004461
1621,31,0.15999608
17912,31,0.15976891
17421,31,0.15866075
15791,31,0.15864044
4686,31,0.15794711
16600,31,0.1575101
16940,31,0.15717119
12990,31,0.15696187
18536,31,0.1562398
4153,31,0.1560005
17075,31,0.15524933
411,31,0.15506688
3039,31,0.1550145
12675,31,0.15455444
13415,31,0.15443842
1661,31,0.15425421
12062,31,0.1539148
6515,31,0.15350212
4099,31,0.1527496
15279,31,0.15248331
17508,31,0.15164632
11319,31,0.15146917
692,31,0.15084499
7526,31,0.15066467
12661,31,0.15061742
12374,31,0.14987536
9767,31,0.14982882
489,31,0.1498175
15511,31,0.14931343
4053,31,0.14891906
17342,31,0.14876746
4600,31,0.14867416
10068,31,0.14836332
6735,31,0.14825459
7882,31,0.14812723
7982,31,0.14794442
1102,31,0.14703481
3756,31,0.1463159
4344,31,0.14619662
124,31,0.14613631
7634,31,0.14611608
6447,31,0.14603029
18518,31,0.14587732
9635,31,0.14583112
17963,31,0.14578615
16620,31,0.14536045
3813,31,0.14527734
9025,31,0.14513789
31,31,0.14488302
226,31,0.14483628
2806,31,0.14479947
18723,31,0.14409854
4687,31,0.14370468
10839,31,0.14330983
3607,31,0.14321372
8060,31,0.14299843
8229,31,0.14279105
10105,31,0.14244133
14239,31,0.14231351
17974,31,0.14211766
11184,31,0.14192979
7020,31,0.14170985
5824,31,0.14108142
11291,31,0.14094962
18203,31,0.1405601
13512,31,0.14023024
13837,31,0.13953544
864,31,0.13908549
12208,31,0.1390398
18002,31,0.13841408
7132,31,0.1383477
11827,31,0.13785791
16216,31,0.13732328
7112,31,0.13686937
15158,31,0.13684867
1473,31,0.13675275
14051,31,0.13656648
966,31,0.13647257
12977,31,0.13645439
